Name,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pHsulphates,alcohol,quality
Vernaccia di San Gimignano 2018,0.36,0.26,8.15,0.035,14.0,88.0,0.99031,3.06,0.27,13.0,7
Cometa 2018,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6
Elgin Chardonnay 2018,0.23,0.31,2.8,0.047,40.0,122.0,0.99126,3.06,0.64,10.9,7
Pinot Grigio Veneto 2019,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,5
Chablis Premier Cru Fourchaume 2017,0.28,0.52,5.0,0.078,30.0,139.0,0.99494,3.1,0.36,9.0,6
Giunco 2018,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,5
Chardonnay 2018,0.31,0.48,6.6,0.043,11.0,73.0,0.9938,2.9,0.38,11.6,5
Arinto - Bical 2016,0.24,0.31,1.3,0.047,33.0,106.0,0.993,3.22,0.55,10.8,6
Grande Réserve Sancerre Blanc 2019,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5
Pinot Gris 2016,0.23,0.4,1.5,0.044,19.0,135.0,0.9937,2.96,0.49,10.9,5
Sauvignon Blanc 2018,0.22,0.5,16.4,0.048,36.0,182.0,0.99904,3.02,0.49,8.8,6
Riesling Trocken 2018,0.19,0.39,1.0,0.032,14.0,71.0,0.98912,3.31,0.38,13.0,7
Riesling Federspiel Himmelstiege 2019,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,8
M Grüner Veltliner Smaragd 2017,0.18,0.35,5.8,0.055,25.0,144.0,0.99576,3.24,0.54,10.2,6
Siefersheim Porphyr Riesling 2016,0.47,0.24,6.0,0.044,11.0,77.0,0.9956,3.21,0.56,9.7,5
Chardonnay 2018,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,6
Riesling Trocken 2018,0.14,0.35,1.4,0.039,24.0,128.0,0.99212,2.97,0.68,10.4,5
Chenin Blanc 2019,0.36,0.21,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,6
Cortese Piemonte 2018,0.16,0.22,1.3,0.046,18.0,66.0,0.99307,3.61,0.55,10.3,6
Primo Bianco 2019,0.23,0.26,1.3,0.045,16.0,128.0,0.9934,3.36,0.6,10.0,6
Riesling Hochheimer Hölle Kabinett Trocken 2017,0.17,0.37,1.5,0.06,18.0,75.0,0.9936,3.54,0.88,10.7,5
Sauvignon Blanc 2019,0.24,0.37,1.8,0.031,6.0,61.0,0.9897,3.3,0.34,12.2,4
Macon-Lugny 2018,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82,10.4,7
Chardonnay Reserve Collection 2018,0.16,0.28,2.2,0.042,33.0,93.0,0.9914,3.31,0.43,11.1,6
Sauvignon Blanc - Sémillon 2017,0.2,0.26,4.7,0.04,108.0,168.0,0.99278,3.07,0.75,10.7,7
Kirchspiel Riesling GG 2015,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7
Langenlois Spiegel 1.ÖTW Reserve 2011,0.33,0.27,6.7,0.022,44.0,129.0,0.99221,3.36,0.39,11.0,7
Sauvignon Blanc 2018,0.21,0.37,7.0,0.038,27.0,107.0,0.99206,2.98,0.82,11.5,6
Forst Riesling Trocken 2017,0.44,0.23,5.8,0.035,24.0,100.0,0.99062,3.15,0.57,13.2,7
Ried Schütt Dürnsteiner Riesling Smaragd 2018,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,0.52,11.0,6
Pouco-Comum Alvarinho 2019,0.37,0.27,1.7,0.028,10.0,59.0,0.9923,2.97,0.48,10.4,5
Pazo de Seoane Rosal 2018,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,3.44,0.53,9.8,6
Wehlener Klosterberg Riesling Spätlese 2016,0.21,0.62,6.4,0.041,7.0,113.0,0.99358,2.96,0.59,10.2,5
Malvasia Seco 2017,0.2,0.28,1.6,0.028,13.0,168.0,0.99203,3.17,1.06,11.5,6
Cuvée Silex Vouvray 2018,0.6,0.34,1.4,0.031,3.0,60.0,0.98854,3.27,0.38,13.0,6
Promised Land Unwooded Chardonnay 2017,0.2,0.24,9.2,0.044,25.0,150.0,0.99502,3.22,0.44,10.5,5
Monte Blanco Verdejo 2011,0.365,0.14,1.2,0.055,24.0,84.0,0.9941,3.15,0.43,8.9,5
Weissburgunder Trocken 2018,0.3,0.24,6.6,0.04,38.0,141.0,0.995,3.22,0.47,9.5,5
Weisser Burgunder Trocken (Pinot Blanc Dry) 2018,0.41,0.34,4.7,0.042,19.0,127.0,0.9953,3.25,0.42,10.4,5
Kiedricher Riesling Trocken 2017,0.54,0.21,16.3,0.055,41.0,182.0,0.9986,3.35,0.54,10.4,6
Ölberg Riesling 2017,0.29,0.33,8.75,0.035,33.0,181.0,0.9962,3.11,0.46,10.7,5
Karthäuser Riesling 2016,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7
Special Cuvée Chardonnay 2016,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,4
Riesling Trocken 2018,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8
Villa Gemma Colline Teatine Bianco 2018,0.28,0.29,4.3,0.051,25.0,142.0,0.9939,3.16,0.39,10.2,5
Two Blanc 2015,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,6
Grillo Sicilia 2019,0.6,0.0,1.3,0.044,72.0,197.0,0.99202,3.56,0.43,10.9,5
Lugana Blanc 2019,0.29,0.52,1.7,0.034,41.0,193.0,0.99223,3.25,0.59,10.4,6
Kalk & Stein 2017,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,3.05,0.54,9.8,6
Einstern Pinot Blanc 2015,0.23,0.34,1.3,0.035,54.0,110.0,0.99176,3.07,0.55,11.0,7
Sauvignon Blanc 2017,0.35,0.17,1.1,0.049,7.0,119.0,0.99297,3.13,0.36,9.7,6
Albariño Rías Baixas 2019,0.21,0.27,8.6,0.056,26.0,111.0,0.9956,2.95,0.52,9.5,5
La Soufrandière Climat Les Quarts Pouilly-Vinzelles 2017,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49,11.1,7
Chardonnay Sonoma Coast 2017,0.25,0.31,13.3,0.05,69.0,202.0,0.9972,3.22,0.48,9.7,6
Bon Vallon Chardonnay 2019,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,4
Grauburgunder 2019,0.34,0.3,6.9,0.038,23.0,89.0,0.99266,3.25,0.49,11.1,6
Ürziger Würzgarten Riesling Auslese 2015,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,3.08,0.65,10.5,4
Milia 2018,0.25,0.19,12.4,0.047,50.0,162.0,0.9973,3.35,0.38,9.5,5
Curiós Xarel-lo 2019,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5
Weissburgunder 2018,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4
Riesling Trocken 2018,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,6
Steinterrassen 2015,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6
La Croix Boissée Chinon Blanc 2018,0.15,0.3,13.3,0.049,46.0,120.0,0.99704,3.2,0.36,9.5,7
Reserva Chardonnay 2016,0.29,0.37,4.9,0.034,26.0,127.0,0.9928,3.17,0.44,10.8,6
Fetească Regala 2018,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
SL Riesling Trocken 2018,0.34,0.54,17.3,0.06,46.0,235.0,1.00182,3.08,0.61,8.8,6
Sauvignon Blanc Te Muna Road Vineyard 2019,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5
Big Easy White 2018,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,5
Côtes De Gascogne Chardonnay 2018,0.57,0.1,8.3,0.094,23.0,188.0,0.9972,3.4,0.47,9.2,4
Colombard - Ugni Blanc 2018,0.31,0.29,3.0,0.027,16.0,102.0,0.99067,3.23,0.56,11.2,6
Parallèle 45 Côtes Du Rhône Blanc 2018,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,5
Chardonnay 2019,0.49,0.23,6.65,0.034,6.0,158.0,0.99344,3.05,0.48,11.2,5
The King's Favour Sauvignon Blanc 2017,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,6
Sauvignon Blanc 2019,0.815,0.09,11.4,0.044,45.0,204.0,0.99713,3.15,0.46,9.0,5
Corton-Charlemagne Grand Cru 1993,0.19,0.29,1.1,0.047,67.0,152.0,0.9916,3.54,0.59,11.1,7
Vernaccia di San Gimignano 2018,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8
Burgenland Weiss 2018,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6
Génération Dix-Neuf Sancerre 2013,0.19,0.29,2.0,0.022,33.0,96.0,0.98902,3.04,0.54,12.8,7
Gavi 2017,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,3.0,0.32,12.4,8
Sex Drugs & Rock'n Roll. Just Riesling For Me Thanks! 2017,0.23,0.17,1.3,0.061,14.0,100.0,0.9925,3.07,0.55,9.5,5
Alte Reben Grüner Veltliner 2018,0.3,0.25,1.9,0.029,33.0,118.0,0.98972,3.36,0.66,12.5,6
Scheurebe Trocken 2018,0.36,0.26,13.2,0.051,54.0,201.0,0.9976,3.25,0.46,9.0,5
Malterdingen Weisser Burgunder 2016,0.21,0.31,1.7,0.048,17.0,61.0,0.98953,3.24,0.37,12.0,7
Te Koko Sauvignon Blanc 2016,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6
Altima Sauvignon Blanc 2018,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7
Pecorino Terre di Chieti 2019,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7
Grüner Veltliner L & T (Leicht und Trocken) 2015,0.25,0.25,1.6,0.046,50.0,181.0,0.9925,3.2,0.42,11.0,7
Kabinettstück Riesling Trocken 2018,0.34,0.28,1.3,0.035,32.0,90.0,0.9916,3.1,0.42,10.7,6
Cala Reale Vermentino di Sardegna 2018,0.25,0.26,1.55,0.041,118.5,216.0,0.9949,3.55,0.63,9.4,3
Aimery Chardonnay 2018,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,7
Vom Roten Schiefer 2018,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6
Cuvée Vauban Pouilly-Vinzelles 2014,0.2,0.3,8.1,0.037,42.0,130.0,0.99379,3.1,0.67,11.8,6
Bandol Blanc 2019,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7
Marsanne 2017,0.19,0.26,2.1,0.039,8.0,143.0,0.9942,3.05,0.74,9.8,5
Rabigato 2016,0.25,0.4,1.3,0.038,22.0,101.0,0.9901,3.03,0.39,11.4,6
Verdicchio dei Castelli di Jesi 2016,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,7
Classic Chardonnay 2018,0.4,0.24,5.1,0.036,43.0,131.0,0.99186,3.24,0.44,11.3,6
Mâcon-Villages 2018,0.36,0.39,1.6,0.024,26.0,93.0,0.99116,3.15,0.49,11.9,6
Μαλαγουζιά (Malagouziá) 2017,0.23,0.24,3.9,0.045,36.0,138.0,0.9922,3.15,0.64,11.3,7
Rkatsiteli Supérieur 2015,0.28,0.54,12.9,0.049,62.0,162.5,0.9984,3.06,0.45,9.1,6
Viña Sol Blanco 2018,0.29,0.45,14.3,0.054,30.0,181.0,0.99869,3.14,0.57,9.1,5
Grüner Veltliner Smaragd Axpoint 2018,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,3.04,0.37,10.5,7
Director's Reserve White 2016,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,3.02,0.51,11.2,6
Gran Sasso Alta Quota Terre di Chieti Pecorino 2017,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5
Riesling Trocken 2018,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7
Blanc de Noir Cabernet Sauvignon 2017,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8
Sauvignon Blanc 2017,0.31,0.34,2.8,0.042,59.5,162.0,0.99179,3.27,0.47,10.8,6
Kupfergrube GG 2015,0.39,0.35,12.5,0.044,26.0,72.0,0.9941,3.17,0.29,11.6,5
L'Abeille de Fieuzal Pessac-Léognan Blanc 2015,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5,6
Pinot Grigio 2019,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5
Talò Verdeca 2019,0.29,0.39,6.75,0.031,22.0,98.0,0.9913,3.15,0.8,12.9,7
Arcane 2018,0.22,0.35,1.4,0.05,23.0,83.0,0.99019,3.17,0.48,12.0,7
Sulz Sauvignon Blanc 2015,0.3,0.37,1.3,0.051,16.0,96.0,0.9941,3.32,0.62,10.0,5
Pinot Grigio de Purcari 2018,0.26,0.31,1.6,0.032,36.0,109.0,0.99044,2.97,0.43,11.9,6
Summer In A Bottle White 2019,0.14,0.49,1.5,0.035,42.0,120.0,0.9928,3.26,0.4,10.6,7
Sauvignon Blanc Attitude 2018,0.16,0.34,1.6,0.026,27.0,109.0,0.9934,3.34,0.58,10.1,6
Sauvignon Blanc 2016,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6
Grüner Veltliner Federspiel Kollmitz 2018,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6
Riesling Trocken 2019,0.225,0.24,9.8,0.054,59.0,140.0,0.99545,3.17,0.39,10.2,6
Masseria dei Carmelitani Gavi 2019,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
Garnacha Blanca 2018,0.15,0.29,1.8,0.044,21.0,115.0,0.99166,3.1,0.38,10.2,5
Brauneberger Juffer Riesling Kabinett 2018,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10.0,5
Klassiek Wit 2018,0.26,0.27,10.6,0.03,27.0,119.0,0.9947,3.4,0.34,10.7,7
Maximin Grünhäuser Abtsberg Superior 2017,0.14,0.2,1.6,0.04,26.0,114.0,0.99105,3.25,0.45,11.4,6
Diel de Diel Weisses Cuvée Trocken 2017,0.18,0.31,11.7,0.051,24.0,94.0,0.997,3.19,0.44,9.5,7
Faius 2016,0.4,0.27,5.2,0.03,32.0,101.0,0.99172,3.22,0.62,12.3,7
Protocolo Blanco 2016,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,5
Grüner Veltliner 2019,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5
Molamatta Collio Bianco 2015,0.21,0.6,1.1,0.135,61.0,144.0,0.9927,3.12,0.39,9.3,7
Muti Albariño 2014,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,7
Seleção do Ano Branco 2018,0.29,0.22,3.4,0.035,40.0,122.0,0.99024,3.09,0.47,12.3,6
Mandelpfad Riesling GG 2017,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,3.29,0.38,11.3,6
Benefizio Riserva Pomino Bianco 2018,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,6
Insolia - Chardonnay Calanica 2018,0.22,0.33,12.2,0.033,25.0,97.0,0.99356,3.17,0.42,11.3,7
Blanc 2018,0.2,0.37,6.2,0.027,24.0,97.0,0.992,3.38,0.49,12.2,7
Pinot Grigio 2018,0.22,0.29,8.9,0.046,82.0,188.0,0.9955,3.3,0.44,10.3,6
Riserva Nova Domus Terlaner 2017,0.26,0.32,3.5,0.028,29.0,113.0,0.9912,3.4,0.71,12.3,7
Chardonnay Bourgogne 2017,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,7
Les Chailloux Silex Pouilly-Fumé 2018,0.28,0.4,7.8,0.041,38.0,194.0,0.9976,3.34,0.51,9.6,6
Blandine Le Blanc 2018,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,7
Clairette du Languedoc Adissan Art de Vivre 2018,0.27,0.26,3.5,0.071,26.0,69.0,0.98994,3.1,0.38,11.5,6
Molino a Vento Grillo 2018,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65,11.5,6
Riesling Trocken 2019,0.49,0.24,1.2,0.049,13.0,125.0,0.9932,3.17,0.51,9.4,5
Sauvignon Blanc 2017,0.25,0.19,8.0,0.044,51.0,172.0,0.9964,3.16,0.44,9.2,5
Grüner Veltliner Federspiel Terrassen 2019,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6
Paula Chardonnay 2018,0.21,0.29,1.6,0.034,29.0,118.0,0.9917,3.3,0.5,11.0,8
Grüner Veltliner Ried Loibenberg 2016,0.34,0.29,7.6,0.047,45.0,232.0,0.9955,3.35,0.62,10.0,6
Wiener Klassik 2018,0.22,0.34,1.1,0.043,20.0,116.0,0.9927,3.0,0.47,10.2,6
Villa Blanche Sauvignon Blanc 2018,0.24,0.19,1.2,0.041,30.0,111.0,0.99254,2.99,0.46,9.4,6
Eins Zu Eins Blanc de Noirs 2019,0.19,0.37,0.8,0.027,3.0,21.0,0.9897,3.09,0.31,10.8,5
The Y Series Viognier 2017,0.2,0.35,2.1,0.038,30.0,116.0,0.9949,3.49,0.77,10.3,7
Samas 2018,0.18,0.3,8.8,0.064,26.0,103.0,0.9961,2.94,0.56,9.3,5
Forster Ungeheuer Ziegler 2017,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,10.6,6
Trittenheimer Apotheke Riesling Kabinett 2016,0.3,0.33,3.5,0.037,37.0,155.0,0.98987,3.18,0.37,12.4,6
Las Mulas Reserva Sauvignon Blanc 2018,0.29,0.53,1.7,0.04,41.0,192.0,0.9922,3.26,0.59,10.4,7
Diego 2019,0.29,0.28,3.2,0.035,16.0,117.0,0.98959,3.26,0.42,12.6,6
Bourgogne Chardonnay 2017,0.18,0.24,10.3,0.057,64.0,185.0,0.99519,3.12,0.5,10.6,6
Colle Sant'Antonio Soave Classico 2014,0.4,0.52,1.3,0.148,45.0,149.0,0.99468,3.08,0.56,8.7,5
Maximin Grünhäuser Bruderberg Riesling 2018,0.26,0.44,8.2,0.046,52.0,183.0,0.99584,3.2,0.51,9.4,5
Chant des Vignes Jurançon Sec 2017,0.23,0.41,1.1,0.048,35.0,150.0,0.99168,3.09,0.47,11.2,5
Riebeeksrivier Chenin Blanc 2017,0.3,0.29,1.1,0.036,23.0,56.0,0.9904,3.19,0.38,11.3,5
Verdejo Rueda 2018,0.24,0.29,8.5,0.037,124.0,208.0,0.99395,2.9,0.38,11.0,3
Wehlener Sonnenuhr Alte Reben Riesling 2015,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,5
Chardonnay 2018,0.23,0.38,8.3,0.047,47.0,162.0,0.9954,3.34,0.52,10.5,7
Eric's Unoaked Chardonnay (Small Lot) 2017,0.55,0.15,9.8,0.031,19.0,125.0,0.9957,3.36,0.47,10.2,6
Hermitage Le Chevalier de Sterimberg 2006,0.345,0.15,10.8,0.033,26.0,120.0,0.99494,3.25,0.49,10.0,6
Fehérburgundi 2015,0.28,0.41,7.0,0.046,59.0,194.0,0.99558,3.14,0.48,9.4,5
Max Riesling Trocken 2017,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5
Stettener Riesling Schilfsandstein 2016,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8
Riesling 2015,0.32,0.22,11.7,0.035,44.0,150.0,0.99578,3.1,0.45,10.4,5
The Wine Cuvée Weiss 2017,0.19,0.31,1.4,0.046,37.0,135.0,0.9939,3.34,0.57,10.2,7
Wicker Nonnberg Riesling Trocken 2018,0.11,0.49,4.5,0.048,27.0,133.0,0.9946,3.24,0.42,10.6,6
Vom Buntsandstein Riesling Trocken 2016,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6
Röttgen 2017,0.26,0.38,6.5,0.17,68.0,201.0,0.9956,3.19,0.38,9.4,6
Golden Grüner Veltliner Reserve 2018,0.47,0.19,8.3,0.029,24.0,142.0,0.992,3.22,0.45,12.3,6
Château Les Vergnes Bordeaux White 2018,0.19,0.31,19.25,0.043,38.0,167.0,0.99954,2.93,0.52,9.1,7
Chenin Blanc 2018,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6
Rioja Satinela Blanco Semidulce 2019,0.24,0.28,1.9,0.032,30.0,92.0,0.9914,3.1,0.39,10.9,6
Donnaluce 2019,0.34,0.46,13.8,0.055,68.0,198.0,0.9988,3.36,0.37,9.5,6
Saint-Véran 2018,0.28,0.28,4.2,0.044,52.0,158.0,0.992,3.35,0.44,10.7,7
Estoras Sauvignon Blanc 2017,0.36,0.32,4.0,0.036,44.0,92.0,0.98936,3.2,0.5,13.3,7
Chardonnay 2018,0.33,0.24,1.6,0.054,25.0,117.0,0.9943,3.36,0.5,9.3,5
Catarratto Sicilia Antisa Regaleali 2018,0.48,0.33,7.0,0.024,14.0,130.0,0.9918,3.25,0.45,12.5,7
Riesling 2019,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,5
Eden Valley Dry Riesling 2015,0.38,0.18,1.2,0.042,20.0,84.0,0.9927,3.22,0.45,10.1,4
Zapallar Coast Sauvignon Blanc 2019,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,5
Douro Reserva Redoma Branco 2018,0.25,0.28,7.2,0.04,46.0,179.0,0.99541,3.14,0.6,10.1,6
Chardonnay 2019,0.4,0.62,10.8,0.041,70.0,189.0,0.9976,3.08,0.49,8.6,4
Kiedrich Gräfenberg Riesling Trocken GG 2014,0.39,0.62,11.0,0.047,66.0,178.0,0.9976,3.16,0.5,8.7,5
Reméage Blanc 2018,0.22,0.29,4.2,0.037,69.0,144.0,0.99214,3.13,0.74,10.8,7
Côtes du Rhône Réserve Blanc 2016,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8,6
Volz Riesling 2016,0.48,0.37,0.8,0.037,4.0,100.0,0.9902,3.03,0.39,11.4,4
Kalkmergel Riesling Trocken 2017,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5
Weissburgunder Trocken 2017,0.3,0.33,12.8,0.041,60.0,168.0,0.99659,3.1,0.56,9.8,5
Condrieu La Doriane 2016,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,7
Grande Réserve Sancerre Blanc 2018,0.22,0.29,7.4,0.028,16.0,87.0,0.99311,3.15,0.56,10.9,7
Sauvignon Blanc 2018,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,3.24,0.45,9.3,5
Moscato 2018,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5
Montagny 1er Cru 'Les Saint Morilles' 2015,0.2,0.38,7.9,0.052,30.0,145.0,0.9947,3.32,0.56,11.0,7
Est! Est!! Est!!! Di Montefiascone Secco 2018,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,6
Chardonnay 2018,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8
Serego Alighieri Possessioni Bianco Veneto 2018,0.2,0.3,1.5,0.031,21.0,57.0,0.99115,3.44,0.55,11.0,6
Estate Selection Furmint - Pinot Blanc 2017,0.4,0.28,6.5,0.037,26.0,97.0,0.99148,3.16,0.58,12.6,7
Chardonnay 2016,0.19,0.27,1.6,0.027,35.0,136.0,0.99248,3.38,0.54,11.0,7
Felsenberg Riesling GG 2016,0.16,0.37,1.5,0.037,27.0,109.0,0.99345,3.38,0.5,9.8,6
Altozano Verdejo - Sauvignon Blanc 2018,0.18,0.38,1.1,0.04,41.0,92.0,0.99062,2.88,0.6,12.0,6
Spèra 2018,0.26,0.46,15.55,0.037,61.0,171.0,0.9986,2.94,0.35,8.8,6
Chablis ‘Les Chanoines’ 2018,0.24,0.27,1.9,0.048,40.0,170.0,0.9938,3.64,0.54,10.0,7
Essence du Cap Chardonnay 2018,0.18,0.33,1.4,0.029,35.0,138.0,0.99114,3.36,0.6,11.5,7
Chardonnay Bourgogne 2018,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333,5
Chardonnay 2017,0.31,0.36,5.1,0.031,46.0,145.0,0.9897,3.14,0.31,12.4,7
Sauvignon Blanc 2016,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,6
Petit Chablis 2017,0.4,0.38,2.2,0.03,40.0,109.0,0.99075,3.27,0.46,12.6,6
AVETA Sauvignon Blanc 2016,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,5
Grauburgunder Trocken 2018,0.385,0.04,12.6,0.034,22.0,115.0,0.9964,3.28,0.63,9.9,6
Tributo Chardonnay 2016,0.2,0.36,1.6,0.028,7.0,46.0,0.99175,3.21,0.6,10.9,6
Chablis 2018,0.24,0.34,1.2,0.045,6.0,132.0,0.99132,3.16,0.46,11.2,4
Pievecroce 2018,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,6
C. A.I. Riesling Kabinett 2018,0.21,0.28,8.7,0.045,37.0,222.0,0.9954,3.25,0.54,10.4,6
Serra Lupini Roero Arneis 2019,0.19,0.28,5.0,0.058,14.0,146.0,0.9952,3.29,0.36,9.1,6
Polish Hill Riesling 2018,0.26,0.32,1.3,0.048,23.0,76.0,0.9903,2.96,0.46,12.0,6
Brauneberger Juffer Riesling Kabinett 2016,0.23,0.3,1.7,0.043,19.0,95.0,0.99207,3.17,0.46,10.7,7
Ried Klostersatz Grüner Veltliner Federspiel 2016,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1,5
Trabocchetto Pecorino 2018,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,3.34,0.64,10.9,8
Masianco 2019,0.56,0.16,3.1,0.045,28.0,92.0,0.994,3.12,0.35,9.1,6
Fernão Pires 2016,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5
Chateau de Fontaine-Audon Sancerre 2018,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76,10.5,6
Appius 2015,0.47,0.49,13.0,0.239,42.0,220.0,0.9988,2.96,0.51,9.2,5
Reméage Blanc 2017,0.37,0.41,6.3,0.061,22.0,149.0,0.9953,3.16,0.47,9.6,6
Chardonnay 2019,0.15,0.32,7.9,0.034,17.0,81.0,0.99512,3.29,0.31,10.0,6
Pinot Bianco - Pinot Nero 2017,0.19,0.42,2.9,0.032,32.0,83.0,0.9908,3.3,0.41,11.7,6
Brezza Umbria Bianco 2019,0.21,0.55,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,9.2,5
Côtes-Du-Rhône Guy Louis Blanc 2017,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55,11.5,6
